Date,HomeTeam,AwayTeam,Played Value H,Played Value A,Total Value H,Total Value A,Attack H,Midfield H,Defense H,Goalie H,Attack A,Midfield A,Defense A,Goalie A,Attack Count H,Midfield Count H,Defense Count H,Goalie Count H,Attack Count A,Midfield Count A,Defense Count A,Goalie Count A,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,H_1,H_2,H_3,H_4,H_5,H_6,H_7,H_8,H_9,H_10,H_11,A_1,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,A_10,A_11
2016-08-13,Burnley,Swansea City,,,,,,,,,,,,,,,,,,,,,0,1,A,0,0,D,J Moss,10,17,3,9,10,14,7,4,3,2,0,0,Tom Heaton,Matthew Lowton,Michael Keane,Ben Mee,Stephen Ward,Dean Marney,David Jones,George Boyd,Scott Arfield,Andre Gray,Sam Vokes,Lukasz Fabianski,Jordi Amat,Federico Fernández,Kyle Naughton,Stephen Kingsley,Leon Britton,Leroy Fer,Jack Cork,Fernando Llorente,Wayne Routledge,Modou Barrow
2016-08-13,Crystal Palace,West Bromwich Albion,,,,,,,,,,,,,,,,,,,,,0,1,A,0,0,D,C Pawson,14,13,4,3,12,15,3,6,2,2,0,0,Wayne Hennessey,Joel Ward,Scott Dann,Pape Souaré,Damien Delaney,Andros Townsend,Wilfried Zaha,Lee Chung-Yong,Mile Jedinak,Jason Puncheon,Connor Wickham,Ben Foster,Jonas Olsson,Jonny Evans,Gareth McAuley,Craig Dawson,Claudio Yacob,Craig Gardner,Matt Phillips,Darren Fletcher,Salomón Rondón,Saido Berahino
2016-08-13,Everton,Tottenham Hotspur,,,,,,,,,,,,,,,,,,,,,1,1,D,1,0,H,M Atkinson,12,13,6,4,10,14,5,6,0,0,0,0,Maarten Stekelenburg,Phil Jagielka,Ramiro Funes Mori,Mason Holgate,Leighton Baines,James McCarthy,Idrissa Gueye,Gareth Barry,Gerard Deulofeu,Ross Barkley,Kevin Mirallas,Hugo Lloris,Kyle Walker,Danny Rose,Toby Alderweireld,Jan Vertonghen,Erik Lamela,Victor Wanyama,Eric Dier,Dele Alli,Christian Eriksen,Harry Kane
2016-08-13,Hull City,Leicester City,,,,,,,,,,,,,,,,,,,,,2,1,H,1,0,H,M Dean,14,18,5,5,8,17,5,3,2,2,0,0,Eldin Jakupovic,Andrew Robertson,Curtis Davies,Jake Livermore,Ahmed El Mohamady,Tom Huddlestone,David Meyler,Sam Clucas,Robert Snodgrass,Abel Hernández,Adama Diomande,Kasper Schmeichel,Danny Simpson,Luis Hernández,Wes Morgan,Christian Fuchs,Danny Drinkwater,Demarai Gray,Andy King,Riyad Mahrez,Jamie Vardy,Ahmed Musa
2016-08-13,Manchester City,Sunderland,,,,,,,,,,,,,,,,,,,,,2,1,H,1,0,H,R Madley,16,7,4,3,11,14,9,6,1,2,0,0,Willy Caballero,Bacary Sagna,John Stones,Aleksandar Kolarov,Gaël Clichy,Raheem Sterling,Nolito,Kevin De Bruyne,David Silva,Fernandinho,Sergio Agüero,Vito Mannone,Patrick van Aanholt,Younes Kaboul,Donald Love,Lamine Koné,Jack Rodwell,Fabio Borini,Duncan Watmore,John O'Shea,Lynden Gooch,Jermain Defoe
2016-08-13,Middlesbrough,Stoke City,,,,,,,,,,,,,,,,,,,,,1,1,D,1,0,H,K Friend,12,12,2,1,18,14,9,6,3,5,0,0,Víctor Valdés,George Friend,Ben Gibson,Antonio Barragán,Nsue,Gastón Ramírez,Adam Clayton,Marten de Roon,Stewart Downing,Albert Adomah,Álvaro Negredo,Shay Given,Phil Bardsley,Erik Pieters,Ryan Shawcross,Philipp Wollscheid,Glenn Whelan,Marko Arnautovic,Giannelli Imbula,Xherdan Shaqiri,Bojan,Mame Biram Diouf
2016-08-13,Southampton,Watford,,,,,,,,,,,,,,,,,,,,,1,1,D,0,1,A,R East,24,5,6,1,8,12,6,2,1,2,0,1,Fraser Forster,Cédric Soares,Maya Yoshida,Virgil van Dijk,Matt Targett,Oriol Romeu,Steven Davis,James Ward-Prowse,Dusan Tadic,Shane Long,Nathan Redmond,Heurelho Gomes,Miguel Britos,Sebastian Prödl,Craig Cathcart,Nordin Amrabat,Valon Behrami,Adlène Guédioura,José Holebas,Etienne Capoue,Troy Deeney,Odion Ighalo
2016-08-14,Arsenal,Liverpool,,,,,,,,,,,,,,,,,,,,,3,4,A,1,1,D,M Oliver,9,16,5,7,13,17,5,4,3,3,0,0,Petr Cech,Héctor Bellerín,Rob Holding,Nacho Monreal,Calum Chambers,Mohamed Elneny,Aaron Ramsey,Theo Walcott,Alex Iwobi,Francis Coquelin,Alexis Sánchez,Simon Mignolet,Nathaniel Clyne,Dejan Lovren,Ragnar Klavan,Alberto Moreno,Georginio Wijnaldum,Jordan Henderson,Adam Lallana,Philippe Coutinho,Roberto Firmino,Sadio Mané
2016-08-14,AFC Bournemouth,Manchester United,,,,,,,,,,,,,,,,,,,,,1,3,A,0,1,A,A Marriner,9,11,3,7,7,10,4,2,0,1,0,0,Artur Boruc,Simon Francis,Steve Cook,Charlie Daniels,Adam Smith,Andrew Surman,Harry Arter,Lewis Cook,Jordon Ibe,Callum Wilson,Joshua King,David de Gea,Eric Bailly,Daley Blind,Luke Shaw,Luis Antonio Valencia,Juan Mata,Anthony Martial,Wayne Rooney,Ander Herrera,Marouane Fellaini,Zlatan Ibrahimovic
2016-08-15,Chelsea,West Ham United,,,,,,,,,,,,,,,,,,,,,2,1,H,0,0,D,A Taylor,16,7,6,3,16,16,7,1,5,2,0,0,Thibaut Courtois,Branislav Ivanovic,Gary Cahill,John Terry,César Azpilicueta,N'Golo Kanté,Oscar,Willian,Eden Hazard,Nemanja Matic,Diego Costa,Adrián,Winston Reid,James Collins,Arthur Masuaku,Michail Antonio,Håvard Nordtveit,Cheikhou Kouyaté,Mark Noble,Andy Carroll,Enner Valencia,André Ayew
2016-08-19,Manchester United,Southampton,,,,,,,,,,,,,,,,,,,,,2,0,H,1,0,H,A Taylor,12,13,5,1,11,8,4,0,0,0,0,0,David de Gea,Eric Bailly,Daley Blind,Luke Shaw,Luis Antonio Valencia,Paul Pogba,Juan Mata,Anthony Martial,Wayne Rooney,Marouane Fellaini,Zlatan Ibrahimovic,Fraser Forster,Cédric Soares,José Fonte,Virgil van Dijk,Matt Targett,Oriol Romeu,Steven Davis,Dusan Tadic,Pierre-Emile Højbjerg,Shane Long,Nathan Redmond
2016-08-20,Burnley,Liverpool,,,,,,,,,,,,,,,,,,,,,2,0,H,2,0,H,L Mason,3,26,2,5,14,5,1,12,0,1,0,0,Tom Heaton,Matthew Lowton,Michael Keane,Ben Mee,Stephen Ward,Dean Marney,Steven Defour,George Boyd,Scott Arfield,Andre Gray,Sam Vokes,Simon Mignolet,Nathaniel Clyne,Dejan Lovren,James Milner,Ragnar Klavan,Georginio Wijnaldum,Jordan Henderson,Adam Lallana,Philippe Coutinho,Roberto Firmino,Daniel Sturridge
2016-08-20,Leicester City,Arsenal,,,,,,,,,,,,,,,,,,,,,0,0,D,0,0,D,M Clattenburg,8,13,1,4,11,7,2,7,1,2,0,0,Kasper Schmeichel,Danny Simpson,Wes Morgan,Robert Huth,Christian Fuchs,Danny Drinkwater,Marc Albrighton,Nampalys Mendy,Riyad Mahrez,Jamie Vardy,Shinji Okazaki,Petr Cech,Héctor Bellerín,Laurent Koscielny,Rob Holding,Nacho Monreal,Theo Walcott,Alex Oxlade-Chamberlain,Santi Cazorla,Granit Xhaka,Francis Coquelin,Alexis Sánchez
2016-08-20,Stoke City,Manchester City,,,,,,,,,,,,,,,,,,,,,1,4,A,0,2,A,M Dean,8,12,3,6,12,13,7,7,3,4,0,0,Shay Given,Phil Bardsley,Erik Pieters,Ryan Shawcross,Philipp Wollscheid,Joe Allen,Glenn Whelan,Giannelli Imbula,Marko Arnautovic,Mame Biram Diouf,Bojan,Willy Caballero,John Stones,Pablo Zabaleta,Aleksandar Kolarov,Nicolás Otamendi,Kevin De Bruyne,David Silva,Fernandinho,Raheem Sterling,Sergio Agüero,Jesús Navas
2016-08-20,Swansea City,Hull City,,,,,,,,,,,,,,,,,,,,,0,2,A,0,0,D,S Attwell,13,12,3,4,7,10,8,3,0,0,0,0,Lukasz Fabianski,Jordi Amat,Federico Fernández,Kyle Naughton,Stephen Kingsley,Leroy Fer,Wayne Routledge,Modou Barrow,Gylfi Sigurdsson,Jack Cork,Fernando Llorente,Eldin Jakupovic,Andrew Robertson,Curtis Davies,Jake Livermore,Ahmed El Mohamady,Tom Huddlestone,David Meyler,Sam Clucas,Robert Snodgrass,Abel Hernández,Adama Diomande
2016-08-20,Tottenham Hotspur,Crystal Palace,,,,,,,,,,,,,,,,,,,,,1,0,H,0,0,D,M Oliver,20,10,5,2,19,9,10,4,3,3,0,0,Michel Vorm,Kyle Walker,Danny Rose,Toby Alderweireld,Jan Vertonghen,Harry Kane,Erik Lamela,Victor Wanyama,Eric Dier,Christian Eriksen,Vincent Janssen,Wayne Hennessey,Joel Ward,Scott Dann,Damien Delaney,Pape Souaré,Andros Townsend,Wilfried Zaha,Lee Chung-Yong,Joe Ledley,Jason Puncheon,Connor Wickham
2016-08-20,Watford,Chelsea,,,,,,,,,,,,,,,,,,,,,1,2,A,0,0,D,J Moss,6,13,2,4,20,10,0,5,4,3,0,0,Heurelho Gomes,Miguel Britos,Sebastian Prödl,Craig Cathcart,Nordin Amrabat,Valon Behrami,Adlène Guédioura,José Holebas,Etienne Capoue,Troy Deeney,Odion Ighalo,Thibaut Courtois,Branislav Ivanovic,Gary Cahill,John Terry,César Azpilicueta,N'Golo Kanté,Oscar,Eden Hazard,Pedro,Nemanja Matic,Diego Costa
2016-08-20,West Bromwich Albion,Everton,,,,,,,,,,,,,,,,,,,,,1,2,A,1,1,D,N Swarbrick,11,13,4,7,16,10,7,4,3,1,0,0,Ben Foster,Jonas Olsson,Jonny Evans,Gareth McAuley,Craig Dawson,Claudio Yacob,Craig Gardner,Matt Phillips,Darren Fletcher,Salomón Rondón,Saido Berahino,Maarten Stekelenburg,Phil Jagielka,Ramiro Funes Mori,Mason Holgate,Leighton Baines,James McCarthy,Idrissa Gueye,Gareth Barry,Gerard Deulofeu,Ross Barkley,Kevin Mirallas
2016-08-21,Sunderland,Middlesbrough,,,,,,,,,,,,,,,,,,,,,1,2,A,0,2,A,M Atkinson,18,8,5,3,11,14,8,1,1,1,0,0,Vito Mannone,Patrick van Aanholt,Papy Djilobodji,John O'Shea,Donald Love,Patrick McNair,Jack Rodwell,Duncan Watmore,Adnan Januzaj,Lynden Gooch,Jermain Defoe,Brad Guzan,George Friend,Ben Gibson,Antonio Barragán,Nsue,Gastón Ramírez,Cristhian Stuani,Adam Clayton,Stewart Downing,Adam Forshaw,Álvaro Negredo
2016-08-21,West Ham United,AFC Bournemouth,,,,,,,,,,,,,,,,,,,,,1,0,H,0,0,D,C Pawson,15,8,2,5,15,15,1,6,3,1,0,1,Adrián,Winston Reid,James Collins,Sam Byram,Arthur Masuaku,Håvard Nordtveit,Cheikhou Kouyaté,Mark Noble,Gökhan Töre,Michail Antonio,Enner Valencia,Artur Boruc,Simon Francis,Steve Cook,Charlie Daniels,Adam Smith,Andrew Surman,Harry Arter,Jordon Ibe,Ryan Fraser,Callum Wilson,Joshua King
2016-08-27,Chelsea,Burnley,,,,,,,,,,,,,,,,,,,,,3,0,H,2,0,H,M Clattenburg,22,6,10,0,6,9,9,5,2,2,0,0,Thibaut Courtois,Branislav Ivanovic,Gary Cahill,John Terry,César Azpilicueta,N'Golo Kanté,Oscar,Willian,Eden Hazard,Nemanja Matic,Diego Costa,Tom Heaton,Matthew Lowton,Michael Keane,Ben Mee,Stephen Ward,Dean Marney,Steven Defour,George Boyd,Scott Arfield,Andre Gray,Sam Vokes
2016-08-27,Crystal Palace,AFC Bournemouth,,,,,,,,,,,,,,,,,,,,,1,1,D,0,1,A,M Dean,24,10,5,3,15,10,10,4,2,1,0,0,Steve Mandanda,Joel Ward,Scott Dann,Damien Delaney,Pape Souaré,Yohan Cabaye,Andros Townsend,James McArthur,Jason Puncheon,Christian Benteke,Connor Wickham,Artur Boruc,Simon Francis,Steve Cook,Charlie Daniels,Adam Smith,Andrew Surman,Harry Arter,Ryan Fraser,Jordon Ibe,Callum Wilson,Joshua King
2016-08-27,Everton,Stoke City,,,,,,,,,,,,,,,,,,,,,1,0,H,0,0,D,M Oliver,21,8,9,1,14,11,9,2,2,1,0,0,Maarten Stekelenburg,Leighton Baines,Ashley Williams,Phil Jagielka,Mason Holgate,Yannick Bolasie,Ross Barkley,Kevin Mirallas,Idrissa Gueye,Gareth Barry,Romelu Lukaku,Shay Given,Phil Bardsley,Erik Pieters,Ryan Shawcross,Geoff Cameron,Joe Allen,Glenn Whelan,Giannelli Imbula,Marko Arnautovic,Mame Biram Diouf,Peter Crouch
2016-08-27,Hull City,Manchester United,,,,,,,,,,,,,,,,,,,,,0,1,A,0,0,D,J Moss,8,29,2,9,9,6,1,6,2,3,0,0,Eldin Jakupovic,Andrew Robertson,Curtis Davies,Jake Livermore,Ahmed El Mohamady,David Meyler,Tom Huddlestone,Sam Clucas,Robert Snodgrass,Abel Hernández,Adama Diomande,David de Gea,Eric Bailly,Daley Blind,Luke Shaw,Luis Antonio Valencia,Paul Pogba,Juan Mata,Anthony Martial,Wayne Rooney,Marouane Fellaini,Zlatan Ibrahimovic
2016-08-27,Leicester City,Swansea City,,,,,,,,,,,,,,,,,,,,,2,1,H,1,0,H,R East,13,9,6,3,14,10,4,6,2,2,0,0,Kasper Schmeichel,Danny Simpson,Wes Morgan,Robert Huth,Christian Fuchs,Danny Drinkwater,Marc Albrighton,Daniel Amartey,Riyad Mahrez,Jamie Vardy,Shinji Okazaki,Lukasz Fabianski,Jordi Amat,Federico Fernández,Kyle Naughton,Stephen Kingsley,Leroy Fer,Wayne Routledge,Modou Barrow,Gylfi Sigurdsson,Jack Cork,Fernando Llorente
2016-08-27,Southampton,Sunderland,,,,,,,,,,,,,,,,,,,,,1,1,D,0,0,D,L Mason,16,5,7,2,15,8,5,5,2,2,0,0,Fraser Forster,Cédric Soares,José Fonte,Virgil van Dijk,Matt Targett,Oriol Romeu,Steven Davis,Dusan Tadic,Pierre-Emile Højbjerg,Charlie Austin,Nathan Redmond,Jordan Pickford,Patrick van Aanholt,Papy Djilobodji,Javier Manquillo,Lamine Koné,Jack Rodwell,Steven Pienaar,Adnan Januzaj,Lynden Gooch,Fabio Borini,Jermain Defoe
2016-08-27,Tottenham Hotspur,Liverpool,,,,,,,,,,,,,,,,,,,,,1,1,D,0,1,A,R Madley,11,13,4,3,11,17,5,5,3,5,0,0,Michel Vorm,Kyle Walker,Danny Rose,Toby Alderweireld,Jan Vertonghen,Erik Lamela,Victor Wanyama,Eric Dier,Dele Alli,Christian Eriksen,Harry Kane,Simon Mignolet,Nathaniel Clyne,Dejan Lovren,James Milner,Joel Matip,Georginio Wijnaldum,Jordan Henderson,Adam Lallana,Philippe Coutinho,Roberto Firmino,Sadio Mané
2016-08-27,Watford,Arsenal,,,,,,,,,,,,,,,,,,,,,1,3,A,0,3,A,K Friend,14,10,6,7,18,15,3,2,6,1,0,0,Heurelho Gomes,Younes Kaboul,Sebastian Prödl,Christian Kabasele,Nordin Amrabat,Valon Behrami,Adlène Guédioura,José Holebas,Etienne Capoue,Troy Deeney,Odion Ighalo,Petr Cech,Héctor Bellerín,Laurent Koscielny,Rob Holding,Nacho Monreal,Mesut Özil,Theo Walcott,Alex Oxlade-Chamberlain,Santi Cazorla,Granit Xhaka,Alexis Sánchez
2016-08-28,Manchester City,West Ham United,,,,,,,,,,,,,,,,,,,,,3,1,H,2,0,H,A Marriner,22,9,5,2,5,10,5,4,1,3,0,0,Willy Caballero,Pablo Zabaleta,John Stones,Gaël Clichy,Nicolás Otamendi,Kevin De Bruyne,David Silva,Fernandinho,Raheem Sterling,Nolito,Sergio Agüero,Adrián,Winston Reid,James Collins,Angelo Ogbonna,Cheikhou Kouyaté,Mark Noble,Gökhan Töre,Arthur Masuaku,Michail Antonio,Enner Valencia,Ashley Fletcher
2016-08-28,West Bromwich Albion,Middlesbrough,,,,,,,,,,,,,,,,,,,,,0,0,D,0,0,D,A Taylor,13,7,2,2,12,11,5,4,1,3,0,0,Ben Foster,Jonny Evans,Brendan Galloway,Gareth McAuley,Craig Dawson,Claudio Yacob,Matt Phillips,James McClean,Darren Fletcher,Sam Field,Salomón Rondón,Brad Guzan,Daniel Ayala,Ben Gibson,Antonio Barragán,Nsue,Gastón Ramírez,Cristhian Stuani,Adam Clayton,Stewart Downing,Adam Forshaw,Álvaro Negredo
2016-09-10,Arsenal,Southampton,,,,,,,,,,,,,,,,,,,,,2,1,H,1,1,D,R Madley,17,11,2,5,10,8,6,1,2,5,0,0,Petr Cech,Héctor Bellerín,Laurent Koscielny,Nacho Monreal,Shkodran Mustafi,Mesut Özil,Theo Walcott,Alex Oxlade-Chamberlain,Santi Cazorla,Francis Coquelin,Lucas Pérez,Fraser Forster,Cédric Soares,José Fonte,Virgil van Dijk,Ryan Bertrand,Jordy Clasie,Oriol Romeu,Steven Davis,Jay Rodriguez,Dusan Tadic,Nathan Redmond
2016-09-10,AFC Bournemouth,West Bromwich Albion,,,,,,,,,,,,,,,,,,,,,1,0,H,0,0,D,K Friend,12,12,5,2,9,11,10,5,1,3,0,0,Artur Boruc,Simon Francis,Steve Cook,Charlie Daniels,Adam Smith,Andrew Surman,Harry Arter,Jordon Ibe,Junior Stanislas,Callum Wilson,Joshua King,Ben Foster,Jonny Evans,Brendan Galloway,Gareth McAuley,Craig Dawson,Claudio Yacob,Matt Phillips,Nacer Chadli,Darren Fletcher,Sam Field,Saido Berahino
2016-09-10,Burnley,Hull City,,,,,,,,,,,,,,,,,,,,,1,1,D,0,0,D,P Tierney,13,11,2,3,13,3,5,9,2,0,0,0,Tom Heaton,Matthew Lowton,Michael Keane,Ben Mee,Stephen Ward,Jóhann Gudmundsson,Dean Marney,Steven Defour,George Boyd,Andre Gray,Sam Vokes,Eldin Jakupovic,Andrew Robertson,Curtis Davies,Jake Livermore,Ahmed El Mohamady,Tom Huddlestone,David Meyler,Robert Snodgrass,Sam Clucas,Adama Diomande,Abel Hernández
2016-09-10,Liverpool,Leicester City,,,,,,,,,,,,,,,,,,,,,4,1,H,2,1,H,C Pawson,17,12,11,3,4,8,1,7,1,2,0,0,Simon Mignolet,Nathaniel Clyne,James Milner,Lucas Leiva,Joel Matip,Georginio Wijnaldum,Jordan Henderson,Adam Lallana,Roberto Firmino,Sadio Mané,Daniel Sturridge,Kasper Schmeichel,Danny Simpson,Wes Morgan,Robert Huth,Christian Fuchs,Danny Drinkwater,Marc Albrighton,Daniel Amartey,Riyad Mahrez,Jamie Vardy,Shinji Okazaki
2016-09-10,Manchester United,Manchester City,,,,,,,,,,,,,,,,,,,,,1,2,A,1,2,A,M Clattenburg,14,18,3,6,15,10,4,4,4,2,0,0,David de Gea,Eric Bailly,Daley Blind,Luke Shaw,Luis Antonio Valencia,Paul Pogba,Wayne Rooney,Jesse Lingard,Henrikh Mkhitaryan,Marouane Fellaini,Zlatan Ibrahimovic,Claudio Bravo,Bacary Sagna,John Stones,Aleksandar Kolarov,Nicolás Otamendi,Kevin De Bruyne,David Silva,Fernandinho,Raheem Sterling,Nolito,Kelechi Iheanacho
2016-09-10,Middlesbrough,Crystal Palace,,,,,,,,,,,,,,,,,,,,,1,2,A,1,1,D,N Swarbrick,12,12,4,4,5,9,6,6,1,2,0,0,Víctor Valdés,George Friend,Daniel Ayala,Ben Gibson,Antonio Barragán,Cristhian Stuani,Adam Clayton,Viktor Fischer,Stewart Downing,Adam Forshaw,Álvaro Negredo,Steve Mandanda,Joel Ward,Scott Dann,Damien Delaney,Martin Kelly,Andros Townsend,Wilfried Zaha,Joe Ledley,James McArthur,Jason Puncheon,Christian Benteke
2016-09-10,Stoke City,Tottenham Hotspur,,,,,,,,,,,,,,,,,,,,,0,4,A,0,1,A,A Taylor,15,20,2,8,13,18,10,8,3,2,0,0,Shay Given,Erik Pieters,Bruno Martins Indi,Ryan Shawcross,Geoff Cameron,Joe Allen,Glenn Whelan,Marko Arnautovic,Jonathan Walters,Giannelli Imbula,Wilfried Bony,Hugo Lloris,Kyle Walker,Toby Alderweireld,Jan Vertonghen,Ben Davies,Son Heung-Min,Victor Wanyama,Eric Dier,Dele Alli,Christian Eriksen,Harry Kane
2016-09-10,West Ham United,Watford,,,,,,,,,,,,,,,,,,,,,2,4,A,2,2,D,M Atkinson,19,13,4,8,10,15,4,4,2,2,0,0,Adrián,Winston Reid,James Collins,Sam Byram,Arthur Masuaku,Cheikhou Kouyaté,Mark Noble,Dimitri Payet,Manuel Lanzini,Michail Antonio,Simone Zaza,Heurelho Gomes,Daryl Janmaat,Miguel Britos,Younes Kaboul,Craig Cathcart,José Holebas,Valon Behrami,Etienne Capoue,Roberto Pereyra,Troy Deeney,Odion Ighalo
2016-09-11,Swansea City,Chelsea,,,,,,,,,,,,,,,,,,,,,2,2,D,0,1,A,A Marriner,6,28,2,7,17,8,1,11,3,4,0,0,Lukasz Fabianski,Jordi Amat,Federico Fernández,Stephen Kingsley,Neil Taylor,Ki Sung-Yueng,Leroy Fer,Jack Cork,Kyle Naughton,Fernando Llorente,Gylfi Sigurdsson,Thibaut Courtois,Branislav Ivanovic,Gary Cahill,John Terry,César Azpilicueta,N'Golo Kanté,Oscar,Eden Hazard,Willian,Nemanja Matic,Diego Costa
2016-09-12,Sunderland,Everton,,,,,,,,,,,,,,,,,,,,,0,3,A,0,0,D,M Jones,11,20,2,9,11,8,5,4,1,1,0,0,Jordan Pickford,Patrick van Aanholt,Papy Djilobodji,Javier Manquillo,Lamine Koné,Jack Rodwell,Duncan Watmore,Jan Kirchhoff,Lynden Gooch,Jermain Defoe,Adnan Januzaj,Maarten Stekelenburg,Leighton Baines,Ashley Williams,Phil Jagielka,Séamus Coleman,Yannick Bolasie,Ross Barkley,Kevin Mirallas,Idrissa Gueye,Gareth Barry,Romelu Lukaku
2016-09-16,Chelsea,Liverpool,,,,,,,,,,,,,,,,,,,,,1,2,A,0,2,A,M Atkinson,12,13,4,5,6,13,6,4,1,1,0,0,Thibaut Courtois,Branislav Ivanovic,Gary Cahill,César Azpilicueta,David Luiz,N'Golo Kanté,Oscar,Willian,Eden Hazard,Nemanja Matic,Diego Costa,Simon Mignolet,Nathaniel Clyne,Dejan Lovren,James Milner,Joel Matip,Georginio Wijnaldum,Jordan Henderson,Adam Lallana,Philippe Coutinho,Sadio Mané,Daniel Sturridge
2016-09-17,Everton,Middlesbrough,,,,,,,,,,,,,,,,,,,,,3,1,H,3,1,H,L Mason,11,7,6,0,5,15,6,3,2,1,0,0,Maarten Stekelenburg,Leighton Baines,Ashley Williams,Phil Jagielka,Séamus Coleman,Yannick Bolasie,Ross Barkley,Kevin Mirallas,Idrissa Gueye,Gareth Barry,Romelu Lukaku,Víctor Valdés,George Friend,Daniel Ayala,Ben Gibson,Antonio Barragán,Gastón Ramírez,Marten de Roon,Stewart Downing,Nsue,Adam Forshaw,Álvaro Negredo
2016-09-17,Hull City,Arsenal,,,,,,,,,,,,,,,,,,,,,1,4,A,0,1,A,R East,6,24,2,9,9,12,2,4,0,2,1,0,Eldin Jakupovic,Andrew Robertson,Curtis Davies,Jake Livermore,Ahmed El Mohamady,David Meyler,Tom Huddlestone,Sam Clucas,Robert Snodgrass,Abel Hernández,Adama Diomande,Petr Cech,Héctor Bellerín,Laurent Koscielny,Nacho Monreal,Shkodran Mustafi,Mesut Özil,Theo Walcott,Alex Iwobi,Santi Cazorla,Francis Coquelin,Alexis Sánchez
2016-09-17,Leicester City,Burnley,,,,,,,,,,,,,,,,,,,,,3,0,H,1,0,H,A Taylor,14,7,6,2,10,9,7,1,0,1,0,0,Ron-Robert Zieler,Danny Simpson,Wes Morgan,Robert Huth,Christian Fuchs,Danny Drinkwater,Marc Albrighton,Daniel Amartey,Riyad Mahrez,Jamie Vardy,Islam Slimani,Tom Heaton,Matthew Lowton,Michael Keane,Ben Mee,Stephen Ward,Dean Marney,Jeff Hendrick,Steven Defour,George Boyd,Scott Arfield,Andre Gray
2016-09-17,Manchester City,AFC Bournemouth,,,,,,,,,,,,,,,,,,,,,4,0,H,2,0,H,J Moss,20,6,12,2,8,11,5,5,1,1,1,0,Claudio Bravo,Bacary Sagna,Aleksandar Kolarov,Gaël Clichy,Nicolás Otamendi,Raheem Sterling,Ilkay Gündogan,Nolito,Kevin De Bruyne,Fernandinho,Kelechi Iheanacho,Artur Boruc,Simon Francis,Steve Cook,Charlie Daniels,Adam Smith,Andrew Surman,Harry Arter,Jordon Ibe,Junior Stanislas,Jack Wilshere,Joshua King
2016-09-17,West Bromwich Albion,West Ham United,,,,,,,,,,,,,,,,,,,,,4,2,H,3,0,H,M Clattenburg,8,23,6,5,14,6,2,6,2,1,0,0,Ben Foster,Jonny Evans,Brendan Galloway,Gareth McAuley,Craig Dawson,Claudio Yacob,Matt Phillips,James McClean,Nacer Chadli,Darren Fletcher,Salomón Rondón,Adrián,Håvard Nordtveit,James Collins,Angelo Ogbonna,Arthur Masuaku,Cheikhou Kouyaté,Mark Noble,Dimitri Payet,Manuel Lanzini,Michail Antonio,Simone Zaza
2016-09-18,Crystal Palace,Stoke City,,,,,,,,,,,,,,,,,,,,,4,1,H,2,0,H,C Pawson,14,11,8,4,15,9,10,5,2,1,0,0,Steve Mandanda,Joel Ward,James Tomkins,Scott Dann,Martin Kelly,Andros Townsend,Wilfried Zaha,Joe Ledley,James McArthur,Jason Puncheon,Christian Benteke,Shay Given,Glen Johnson,Bruno Martins Indi,Ryan Shawcross,Geoff Cameron,Joe Allen,Glenn Whelan,Marko Arnautovic,Jonathan Walters,Bojan,Wilfried Bony
2016-09-18,Southampton,Swansea City,,,,,,,,,,,,,,,,,,,,,1,0,H,0,0,D,M Jones,19,9,6,3,14,9,7,1,1,1,0,0,Fraser Forster,Cédric Soares,José Fonte,Virgil van Dijk,Ryan Bertrand,Jordy Clasie,Oriol Romeu,Steven Davis,Dusan Tadic,Shane Long,Nathan Redmond,Lukasz Fabianski,Jordi Amat,Federico Fernández,Kyle Naughton,Stephen Kingsley,Ki Sung-Yueng,Leroy Fer,Jack Cork,Fernando Llorente,Modou Barrow,Gylfi Sigurdsson
2016-09-18,Tottenham Hotspur,Sunderland,,,,,,,,,,,,,,,,,,,,,1,0,H,0,0,D,M Dean,31,6,9,2,7,16,14,1,1,5,0,1,Hugo Lloris,Kyle Walker,Toby Alderweireld,Jan Vertonghen,Eric Dier,Son Heung-Min,Victor Wanyama,Moussa Sissoko,Mousa Dembélé,Dele Alli,Harry Kane,Jordan Pickford,Jason Denayer,Papy Djilobodji,Javier Manquillo,Lamine Koné,Lee Cattermole,Didier Ndong,Jan Kirchhoff,Jermain Defoe,Steven Pienaar,Adnan Januzaj
2016-09-18,Watford,Manchester United,,,,,,,,,,,,,,,,,,,,,3,1,H,1,0,H,M Oliver,10,15,5,2,14,19,5,7,3,4,0,0,Heurelho Gomes,Miguel Britos,Sebastian Prödl,Craig Cathcart,Daryl Janmaat,Valon Behrami,José Holebas,Etienne Capoue,Troy Deeney,Odion Ighalo,Roberto Pereyra,David de Gea,Eric Bailly,Chris Smalling,Luke Shaw,Luis Antonio Valencia,Paul Pogba,Anthony Martial,Wayne Rooney,Marcus Rashford,Marouane Fellaini,Zlatan Ibrahimovic
